ticket_id,created_date,resolved_date,category,subcategory,application_name,priority,status,assigned_team,assigned_engineer,reported_by,root_cause,sla_target_hours,first_response_minutes,resolution_time_hours,sla_breached,reopened_count,change_related,csat_score,resolution_notes
INC102062,2026-02-22 14:00,2026-02-23 11:03,Security,Vulnerability Alert,Payment Gateway,P3 - Medium,Resolved,L3 Engineering,T. Divya,End User,User Error,24,68,21.05,False,0,False,3,"Investigated alert, confirmed false positive / revoked access; updated certificate."
INC100348,2026-02-22 16:48,2026-02-22 23:44,Access/Authentication,Password Reset,Core Banking App,P2 - High,Resolved,L2 Support,P. Arjun,Monitoring Alert,User Error,8,32,6.94,False,0,True,4,Reset credentials / corrected access role; user confirmed successful login.
INC100139,2026-02-22 18:38,2026-02-22 21:06,Performance,API Latency,HR Portal,P1 - Critical,Resolved,DBA Team,N. Fathima,Monitoring Alert,Third-Party Outage,4,7,2.47,False,0,False,5,Tuned query/index or scaled resources; response time back within threshold.
INC100890,2026-02-22 21:02,2026-02-23 13:23,Batch Job Failure,Job Failed - Data Error,Auth Service,P3 - Medium,Reopened,L3 Engineering,A. Rangan,End User,Code Defect,24,33,16.36,False,1,False,3,Re-triggered job after correcting input file; added validation check.
INC100503,2026-02-23 12:30,2026-02-23 22:51,Integration/API,API Failure,HR Portal,P1 - Critical,Reopened,App Dev Team,P. Arjun,Support Team (Proactive),Code Defect,4,16,10.35,True,1,False,4,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC100149,2026-02-23 12:33,2026-02-25 12:17,Integration/API,Third-Party Timeout,Inventory System,P3 - Medium,Resolved,L3 Engineering,T. Divya,End User,User Error,24,96,47.74,True,0,False,4,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC101030,2026-02-23 14:44,2026-02-25 14:08,Security,Unauthorized Access Attempt,Customer Support Portal,P4 - Low,Resolved,Network Team,N. Fathima,Support Team (Proactive),Third-Party Outage,72,207,47.41,False,0,False,4,"Investigated alert, confirmed false positive / revoked access; updated certificate."
INC101301,2026-02-23 16:37,2026-02-23 21:06,Application Issue,UI Error,HR Portal,P3 - Medium,Resolved,L2 Support,P. Arjun,Support Team (Proactive),Configuration Error,24,52,4.49,False,0,False,5,Identified faulty code path; deployed hotfix / config change and validated with user.
INC100965,2026-02-23 18:10,2026-02-24 11:05,Performance,Report Load Timeout,Order Management System,P4 - Low,Resolved,DBA Team,J. Antony,Support Team (Proactive),Third-Party Outage,72,294,16.92,False,0,True,4,Tuned query/index or scaled resources; response time back within threshold.
INC101222,2026-02-24 00:00,2026-02-24 05:35,Access/Authentication,Login Failure,Payment Gateway,P2 - High,Reopened,L1 Support,J. Antony,Batch Job Monitor,Configuration Error,8,28,5.59,False,1,False,3,Reset credentials / corrected access role; user confirmed successful login.
INC101513,2026-02-24 02:42,2026-02-24 05:48,Access/Authentication,Password Reset,Reporting Dashboard,P1 - Critical,Resolved,L1 Support,V. Prasad,Batch Job Monitor,Third-Party Outage,4,18,3.11,False,0,True,3,Reset credentials / corrected access role; user confirmed successful login.
INC100464,2026-02-24 12:40,2026-02-25 00:18,Server/Infra,Disk Space Full,Inventory System,P3 - Medium,Resolved,Network Team,B. Meena,Batch Job Monitor,Third-Party Outage,24,56,11.64,False,0,False,4,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC101102,2026-02-24 14:39,2026-02-25 12:24,Batch Job Failure,Job Failed - Data Error,CRM Portal,P4 - Low,Resolved,App Dev Team,M. Kumar,Customer,Data Issue,72,282,21.75,False,0,True,4,Re-triggered job after correcting input file; added validation check.
INC101169,2026-02-24 15:55,2026-02-25 07:43,Integration/API,Webhook Not Firing,Auth Service,P3 - Medium,Resolved,App Dev Team,M. Kumar,Monitoring Alert,Configuration Error,24,43,15.8,False,0,True,4,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC100248,2026-02-24 16:56,2026-02-25 01:55,Security,Suspicious Login,CRM Portal,P3 - Medium,Resolved,L3 Engineering,M. Kumar,Monitoring Alert,Configuration Error,24,33,8.99,False,0,False,3,"Investigated alert, confirmed false positive / revoked access; updated certificate."
INC100800,2026-02-24 17:00,2026-02-25 07:16,Access/Authentication,SSO Error,Payment Gateway,P4 - Low,Closed,L1 Support,S. Priya,Customer,Third-Party Outage,72,267,14.28,False,0,False,4,Reset credentials / corrected access role; user confirmed successful login.
INC100331,2026-02-24 18:00,2026-02-25 11:07,Security,Unauthorized Access Attempt,HR Portal,P4 - Low,Resolved,Network Team,T. Divya,Support Team (Proactive),Code Defect,72,272,17.12,False,0,False,2,"Investigated alert, confirmed false positive / revoked access; updated certificate."
INC101613,2026-02-24 18:19,2026-02-25 20:14,Integration/API,Third-Party Timeout,Payment Gateway,P4 - Low,Resolved,L3 Engineering,V. Prasad,End User,Infra Failure,72,216,25.92,False,0,False,5,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC101925,2026-02-24 21:41,2026-02-25 03:15,Network,Firewall Block,Inventory System,P1 - Critical,Closed,Network Team,L. Chitra,Customer,Unknown,4,7,5.58,True,0,False,3,Restarted network service / re-routed traffic; confirmed connectivity restored.
INC101603,2026-02-25 13:26,2026-02-25 20:58,Application Issue,Feature Not Working,CRM Portal,P2 - High,Resolved,App Dev Team,A. Rangan,Support Team (Proactive),Capacity/Performance,8,17,7.54,False,0,True,3,Identified faulty code path; deployed hotfix / config change and validated with user.
INC102194,2026-02-25 14:31,2026-02-26 02:46,Access/Authentication,Password Reset,Inventory System,P3 - Medium,Resolved,L2 Support,A. Rangan,Batch Job Monitor,User Error,24,58,12.25,False,0,False,3,Reset credentials / corrected access role; user confirmed successful login.
INC100301,2026-02-25 14:40,2026-03-05 00:58,Access/Authentication,Password Reset,Customer Support Portal,P4 - Low,Resolved,L2 Support,A. Rangan,Batch Job Monitor,Capacity/Performance,72,282,178.3,True,0,False,2,Reset credentials / corrected access role; user confirmed successful login.
INC102084,2026-02-25 17:13,2026-02-26 09:08,Batch Job Failure,Job Timeout,Billing Engine,P4 - Low,Resolved,App Dev Team,P. Arjun,Support Team (Proactive),Unknown,72,253,15.93,False,0,False,4,Re-triggered job after correcting input file; added validation check.
INC101610,2026-02-25 18:29,2026-02-28 06:45,Integration/API,API Failure,Core Banking App,P4 - Low,Closed,App Dev Team,S. Priya,Batch Job Monitor,User Error,72,38,60.27,False,0,False,4,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC100293,2026-02-26 13:26,2026-02-26 19:54,Database,Deadlock,Billing Engine,P3 - Medium,Resolved,DBA Team,P. Arjun,Customer,Code Defect,24,57,6.47,False,0,True,3,Optimized query / cleared lock and restarted affected session; verified data integrity.
INC100047,2026-02-26 14:42,2026-02-27 12:55,Database,Deadlock,Inventory System,P3 - Medium,Resolved,L3 Engineering,P. Arjun,Customer,Code Defect,24,39,22.23,False,0,False,4,Optimized query / cleared lock and restarted affected session; verified data integrity.
INC100514,2026-02-26 15:04,2026-02-27 05:48,Hardware,Peripheral Not Detected,Order Management System,P3 - Medium,Closed,L1 Support,S. Priya,Monitoring Alert,Third-Party Outage,24,56,14.74,False,0,False,5,Replaced/reset device; confirmed functioning with end user.
INC100077,2026-02-26 19:52,2026-02-27 02:01,Network,Latency,HR Portal,P2 - High,Resolved,Network Team,M. Kumar,Support Team (Proactive),Infra Failure,8,25,6.15,False,0,False,5,Restarted network service / re-routed traffic; confirmed connectivity restored.
INC100451,2026-02-27 06:37,2026-02-27 10:25,Hardware,Peripheral Not Detected,Customer Support Portal,P1 - Critical,Closed,L1 Support,R. Iyer,End User,Capacity/Performance,4,9,3.8,False,0,False,3,Replaced/reset device; confirmed functioning with end user.
INC100539,2026-02-27 12:20,2026-02-27 13:44,Application Issue,Application Crash,Core Banking App,P1 - Critical,Resolved,App Dev Team,K. Suresh,Batch Job Monitor,Unknown,4,10,1.41,False,0,True,4,Identified faulty code path; deployed hotfix / config change and validated with user.
INC100157,2026-02-27 18:34,2026-02-28 08:46,Network,DNS Issue,HR Portal,P4 - Low,Resolved,L2 Support,B. Meena,Batch Job Monitor,Configuration Error,72,258,14.21,False,0,False,5,Restarted network service / re-routed traffic; confirmed connectivity restored.
INC101260,2026-02-27 18:52,2026-02-28 17:21,Hardware,Peripheral Not Detected,Billing Engine,P2 - High,Reopened,L1 Support,L. Chitra,Support Team (Proactive),Data Issue,8,18,22.49,True,1,False,3,Replaced/reset device; confirmed functioning with end user.
INC101682,2026-02-27 19:37,2026-02-28 07:06,Performance,API Latency,Customer Support Portal,P4 - Low,Reopened,L3 Engineering,V. Prasad,Customer,Infra Failure,72,66,11.49,False,1,False,4,Tuned query/index or scaled resources; response time back within threshold.
INC101859,2026-02-27 19:50,2026-02-28 10:55,Integration/API,Webhook Not Firing,CRM Portal,P3 - Medium,Resolved,App Dev Team,L. Chitra,Monitoring Alert,User Error,24,82,15.09,False,0,True,5,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC100022,2026-02-27 21:55,2026-02-27 23:24,Server/Infra,CPU Spike,Order Management System,P1 - Critical,Resolved,Network Team,T. Divya,Batch Job Monitor,Configuration Error,4,18,1.49,False,0,False,4,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC102090,2026-02-28 11:18,2026-02-28 15:10,Server/Infra,CPU Spike,Reporting Dashboard,P3 - Medium,Resolved,L3 Engineering,P. Arjun,Support Team (Proactive),Configuration Error,24,65,3.88,False,0,False,4,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC100864,2026-02-28 13:59,2026-02-28 23:28,Hardware,Workstation Failure,Payment Gateway,P1 - Critical,Resolved,L1 Support,L. Chitra,Support Team (Proactive),User Error,4,9,9.49,True,0,False,2,Replaced/reset device; confirmed functioning with end user.
INC100070,2026-02-28 17:13,2026-02-28 22:05,Network,Firewall Block,Payment Gateway,P2 - High,Closed,L2 Support,J. Antony,Batch Job Monitor,Configuration Error,8,36,4.87,False,0,False,5,Restarted network service / re-routed traffic; confirmed connectivity restored.
INC101808,2026-03-01 14:37,2026-03-02 11:42,Security,Suspicious Login,HR Portal,P3 - Medium,Resolved,L3 Engineering,B. Meena,Batch Job Monitor,Configuration Error,24,83,21.09,False,0,False,3,"Investigated alert, confirmed false positive / revoked access; updated certificate."
INC100733,2026-03-01 16:07,2026-03-02 11:21,Performance,Slow Response Time,Order Management System,P3 - Medium,Resolved,DBA Team,A. Rangan,Customer,Unknown,24,46,19.24,False,0,False,3,Tuned query/index or scaled resources; response time back within threshold.
INC100178,2026-03-02 09:43,2026-03-03 02:23,Access/Authentication,SSO Error,CRM Portal,P4 - Low,Closed,L1 Support,V. Prasad,Customer,Data Issue,72,81,16.67,False,0,True,3,Reset credentials / corrected access role; user confirmed successful login.
INC101394,2026-03-02 19:24,2026-03-03 04:02,Security,Vulnerability Alert,CRM Portal,P3 - Medium,Resolved,Network Team,N. Fathima,Customer,Capacity/Performance,24,49,8.64,False,0,True,4,"Investigated alert, confirmed false positive / revoked access; updated certificate."
INC101009,2026-03-02 20:59,2026-03-04 07:54,Server/Infra,Memory Leak,Reporting Dashboard,P4 - Low,Resolved,Network Team,A. Rangan,Support Team (Proactive),Infra Failure,72,195,34.92,False,0,False,5,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC101605,2026-03-02 23:56,2026-03-04 01:42,Server/Infra,CPU Spike,Inventory System,P4 - Low,Reopened,Network Team,T. Divya,Batch Job Monitor,Infra Failure,72,215,25.77,False,1,False,2,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC101143,2026-03-03 09:26,2026-03-03 15:56,Database,Data Corruption,Payment Gateway,P3 - Medium,Resolved,DBA Team,B. Meena,Monitoring Alert,Code Defect,24,42,6.5,False,0,False,3,Optimized query / cleared lock and restarted affected session; verified data integrity.
INC101248,2026-03-03 10:01,2026-03-03 16:02,Integration/API,Webhook Not Firing,Customer Support Portal,P2 - High,Resolved,L3 Engineering,S. Priya,Batch Job Monitor,Capacity/Performance,8,31,6.03,False,0,False,5,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC100055,2026-03-03 11:15,2026-03-03 17:36,Hardware,Device Offline,CRM Portal,P3 - Medium,Resolved,L1 Support,M. Kumar,End User,Capacity/Performance,24,46,6.35,False,0,False,4,Replaced/reset device; confirmed functioning with end user.
INC100183,2026-03-03 12:10,2026-03-03 19:08,Database,Deadlock,HR Portal,P3 - Medium,Resolved,DBA Team,K. Suresh,Support Team (Proactive),Capacity/Performance,24,31,6.98,False,0,False,5,Optimized query / cleared lock and restarted affected session; verified data integrity.
INC100215,2026-03-03 13:10,2026-03-05 14:30,Application Issue,Data Mismatch,Inventory System,P4 - Low,Resolved,App Dev Team,K. Suresh,End User,Code Defect,72,105,49.34,False,0,False,3,Identified faulty code path; deployed hotfix / config change and validated with user.
INC100583,2026-03-03 19:57,2026-03-04 23:40,Server/Infra,Server Down,Order Management System,P2 - High,Closed,Network Team,R. Iyer,End User,User Error,8,29,27.72,True,0,False,1,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC100182,2026-03-03 21:31,2026-03-06 23:04,Batch Job Failure,Job Not Triggered,CRM Portal,P3 - Medium,Resolved,App Dev Team,T. Divya,Support Team (Proactive),Data Issue,24,26,73.55,True,0,False,4,Re-triggered job after correcting input file; added validation check.
INC100246,2026-03-03 21:31,2026-03-04 04:35,Server/Infra,Disk Space Full,Order Management System,P2 - High,Closed,L3 Engineering,P. Arjun,Monitoring Alert,Third-Party Outage,8,27,7.07,False,0,False,2,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC101578,2026-03-04 03:24,2026-03-05 08:07,Integration/API,Third-Party Timeout,CRM Portal,P4 - Low,Closed,App Dev Team,J. Antony,Monitoring Alert,Configuration Error,72,75,28.72,False,0,False,4,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC101829,2026-03-04 10:04,2026-03-06 00:09,Server/Infra,Memory Leak,HR Portal,P4 - Low,Resolved,L3 Engineering,K. Suresh,Batch Job Monitor,User Error,72,136,38.09,False,0,False,1,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC101895,2026-03-04 10:23,2026-03-05 11:03,Network,Firewall Block,Core Banking App,P2 - High,Resolved,L2 Support,R. Iyer,End User,User Error,8,26,24.67,True,0,False,2,Restarted network service / re-routed traffic; confirmed connectivity restored.
INC102168,2026-03-04 12:29,2026-03-04 19:23,Integration/API,API Failure,Customer Support Portal,P2 - High,Resolved,App Dev Team,J. Antony,Batch Job Monitor,Configuration Error,8,5,6.9,False,0,False,5,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC101693,2026-03-04 14:33,2026-03-11 22:45,Security,Suspicious Login,Payment Gateway,P4 - Low,Resolved,Network Team,J. Antony,End User,Third-Party Outage,72,246,176.2,True,0,False,2,"Investigated alert, confirmed false positive / revoked access; updated certificate."
INC101036,2026-03-04 15:03,2026-03-06 23:01,Hardware,Workstation Failure,Reporting Dashboard,P4 - Low,Resolved,L1 Support,N. Fathima,Support Team (Proactive),Data Issue,72,177,55.97,False,0,False,4,Replaced/reset device; confirmed functioning with end user.
INC100962,2026-03-04 15:24,2026-03-05 05:24,Security,Vulnerability Alert,Billing Engine,P3 - Medium,Closed,Network Team,A. Rangan,End User,Infra Failure,24,69,14.0,False,0,False,4,"Investigated alert, confirmed false positive / revoked access; updated certificate."
INC101081,2026-03-04 20:12,2026-03-05 16:10,Application Issue,Application Crash,Core Banking App,P3 - Medium,Resolved,L2 Support,A. Rangan,Monitoring Alert,Code Defect,24,53,19.97,False,0,False,4,Identified faulty code path; deployed hotfix / config change and validated with user.
INC100557,2026-03-05 09:23,2026-03-08 04:09,Hardware,Device Offline,Payment Gateway,P4 - Low,Closed,L1 Support,T. Divya,Batch Job Monitor,Infra Failure,72,168,66.78,False,0,False,3,Replaced/reset device; confirmed functioning with end user.
INC101174,2026-03-05 10:16,2026-03-05 19:34,Integration/API,Payload Mismatch,Inventory System,P3 - Medium,Closed,App Dev Team,T. Divya,Monitoring Alert,Third-Party Outage,24,62,9.31,False,0,False,5,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC100892,2026-03-05 13:49,2026-03-11 07:47,Batch Job Failure,Job Not Triggered,CRM Portal,P4 - Low,Closed,App Dev Team,B. Meena,End User,Data Issue,72,172,137.98,True,0,False,4,Re-triggered job after correcting input file; added validation check.
INC100645,2026-03-05 14:47,2026-03-06 03:00,Database,Deadlock,Auth Service,P3 - Medium,Resolved,L3 Engineering,S. Priya,Batch Job Monitor,Configuration Error,24,90,12.22,False,0,False,4,Optimized query / cleared lock and restarted affected session; verified data integrity.
INC101247,2026-03-05 15:54,2026-03-05 22:02,Application Issue,Data Mismatch,Auth Service,P2 - High,Resolved,L2 Support,M. Kumar,Batch Job Monitor,User Error,8,9,6.14,False,0,False,4,Identified faulty code path; deployed hotfix / config change and validated with user.
INC101229,2026-03-05 15:59,2026-03-05 20:36,Database,Connection Pool Exhausted,Inventory System,P3 - Medium,Closed,L3 Engineering,M. Kumar,Monitoring Alert,Data Issue,24,52,4.63,False,0,False,5,Optimized query / cleared lock and restarted affected session; verified data integrity.
INC101514,2026-03-05 16:24,2026-03-06 10:22,Integration/API,Webhook Not Firing,Payment Gateway,P3 - Medium,Resolved,App Dev Team,L. Chitra,Batch Job Monitor,User Error,24,70,17.97,False,0,True,3,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC101110,2026-03-05 18:04,2026-03-06 02:53,Network,VPN Failure,Auth Service,P3 - Medium,Resolved,L2 Support,S. Priya,End User,Third-Party Outage,24,43,8.82,False,0,False,5,Restarted network service / re-routed traffic; confirmed connectivity restored.
INC100310,2026-03-05 20:24,2026-03-06 02:46,Hardware,Workstation Failure,Auth Service,P3 - Medium,Closed,L1 Support,M. Kumar,Batch Job Monitor,Infra Failure,24,11,6.38,False,0,False,2,Replaced/reset device; confirmed functioning with end user.
INC101219,2026-03-05 21:15,2026-03-06 08:36,Access/Authentication,Permission Denied,Inventory System,P3 - Medium,Resolved,L2 Support,V. Prasad,Support Team (Proactive),User Error,24,49,11.36,False,0,True,5,Reset credentials / corrected access role; user confirmed successful login.
INC101718,2026-03-05 23:26,2026-03-06 01:09,Database,Deadlock,Payment Gateway,P2 - High,Closed,DBA Team,M. Kumar,End User,Capacity/Performance,8,22,1.72,False,0,False,4,Optimized query / cleared lock and restarted affected session; verified data integrity.
INC101263,2026-03-06 09:10,2026-03-07 04:37,Application Issue,UI Error,Payment Gateway,P3 - Medium,Resolved,L2 Support,B. Meena,End User,Infra Failure,24,63,19.45,False,0,False,5,Identified faulty code path; deployed hotfix / config change and validated with user.
INC100567,2026-03-06 10:11,2026-03-07 13:29,Integration/API,Third-Party Timeout,HR Portal,P4 - Low,Resolved,L3 Engineering,P. Arjun,Monitoring Alert,Configuration Error,72,262,27.31,False,0,False,4,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC101712,2026-03-06 10:30,2026-03-06 14:34,Server/Infra,Server Down,CRM Portal,P3 - Medium,Resolved,L3 Engineering,L. Chitra,End User,Capacity/Performance,24,10,4.07,False,0,False,4,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC101740,2026-03-06 11:02,2026-03-08 02:14,Batch Job Failure,Job Not Triggered,Inventory System,P3 - Medium,Resolved,L3 Engineering,N. Fathima,Customer,Configuration Error,24,27,39.2,True,0,False,3,Re-triggered job after correcting input file; added validation check.
INC100694,2026-03-06 11:27,2026-03-08 21:04,Hardware,Device Offline,Payment Gateway,P4 - Low,Closed,L1 Support,A. Rangan,Batch Job Monitor,User Error,72,101,57.62,False,0,True,4,Replaced/reset device; confirmed functioning with end user.
INC101103,2026-03-06 22:44,2026-03-07 09:14,Server/Infra,Server Down,Order Management System,P2 - High,Reopened,Network Team,V. Prasad,End User,Third-Party Outage,8,36,10.5,True,1,False,1,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC100676,2026-03-07 21:22,2026-03-08 07:53,Performance,Report Load Timeout,Order Management System,P3 - Medium,Resolved,DBA Team,T. Divya,Monitoring Alert,Code Defect,24,62,10.53,False,0,False,4,Tuned query/index or scaled resources; response time back within threshold.
INC101049,2026-03-08 02:50,2026-03-08 15:48,Integration/API,Third-Party Timeout,Reporting Dashboard,P3 - Medium,Resolved,App Dev Team,N. Fathima,Customer,Unknown,24,57,12.97,False,0,True,3,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC100861,2026-03-08 03:38,2026-03-08 21:38,Performance,Page Load Delay,Reporting Dashboard,P3 - Medium,Resolved,L3 Engineering,T. Divya,Customer,Data Issue,24,60,18.01,False,0,False,4,Tuned query/index or scaled resources; response time back within threshold.
INC100489,2026-03-08 12:26,2026-03-11 07:14,Access/Authentication,Permission Denied,Payment Gateway,P4 - Low,Resolved,L1 Support,R. Iyer,End User,Third-Party Outage,72,290,66.81,False,0,False,4,Reset credentials / corrected access role; user confirmed successful login.
INC101973,2026-03-08 12:29,2026-03-11 04:59,Application Issue,UI Error,Customer Support Portal,P3 - Medium,Resolved,App Dev Team,S. Priya,Customer,User Error,24,65,64.5,True,0,False,3,Identified faulty code path; deployed hotfix / config change and validated with user.
INC101803,2026-03-08 14:20,2026-03-08 16:00,Server/Infra,Memory Leak,Payment Gateway,P2 - High,Resolved,Network Team,S. Priya,Batch Job Monitor,Third-Party Outage,8,42,1.68,False,0,False,4,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC100618,2026-03-08 15:24,2026-03-09 02:28,Database,Data Corruption,Auth Service,P3 - Medium,Resolved,DBA Team,A. Rangan,Batch Job Monitor,Unknown,24,57,11.08,False,0,False,2,Optimized query / cleared lock and restarted affected session; verified data integrity.
INC100672,2026-03-08 15:59,2026-03-08 20:47,Access/Authentication,Password Reset,CRM Portal,P2 - High,Resolved,L1 Support,L. Chitra,Monitoring Alert,User Error,8,26,4.81,False,0,False,4,Reset credentials / corrected access role; user confirmed successful login.
INC100548,2026-03-08 16:05,2026-03-08 20:05,Integration/API,Webhook Not Firing,CRM Portal,P3 - Medium,Resolved,App Dev Team,B. Meena,Customer,Infra Failure,24,91,4.0,False,0,False,3,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC100677,2026-03-08 16:58,2026-03-08 17:40,Application Issue,Feature Not Working,HR Portal,P1 - Critical,Resolved,App Dev Team,V. Prasad,End User,User Error,4,11,0.7,False,0,False,4,Identified faulty code path; deployed hotfix / config change and validated with user.
INC101595,2026-03-08 19:34,2026-03-12 01:56,Network,Latency,CRM Portal,P3 - Medium,Resolved,Network Team,S. Priya,Support Team (Proactive),Data Issue,24,73,78.38,True,0,False,3,Restarted network service / re-routed traffic; confirmed connectivity restored.
INC101634,2026-03-08 21:32,2026-03-09 18:08,Access/Authentication,Password Reset,Billing Engine,P3 - Medium,Resolved,L1 Support,A. Rangan,Customer,Third-Party Outage,24,74,20.6,False,0,False,3,Reset credentials / corrected access role; user confirmed successful login.
INC100554,2026-03-08 22:51,2026-03-11 07:33,Database,Query Timeout,CRM Portal,P4 - Low,Reopened,DBA Team,T. Divya,Monitoring Alert,Capacity/Performance,72,111,56.7,False,1,True,4,Optimized query / cleared lock and restarted affected session; verified data integrity.
INC100193,2026-03-09 11:11,2026-03-10 09:04,Integration/API,API Failure,Inventory System,P2 - High,Closed,L3 Engineering,K. Suresh,Batch Job Monitor,Code Defect,8,33,21.89,True,0,False,3,Coordinated with third-party vendor / corrected payload mapping; retested integration.
INC100792,2026-03-09 11:39,2026-03-12 05:06,Access/Authentication,Permission Denied,Payment Gateway,P4 - Low,Resolved,L1 Support,P. Arjun,Batch Job Monitor,User Error,72,184,65.45,False,0,False,4,Reset credentials / corrected access role; user confirmed successful login.
INC102170,2026-03-09 11:56,2026-03-10 01:10,Hardware,Device Offline,Reporting Dashboard,P3 - Medium,Resolved,L1 Support,R. Iyer,Customer,Code Defect,24,59,13.24,False,0,False,4,Replaced/reset device; confirmed functioning with end user.
INC101713,2026-03-09 15:19,2026-03-11 06:06,Performance,Report Load Timeout,Customer Support Portal,P4 - Low,Closed,DBA Team,A. Rangan,End User,User Error,72,127,38.79,False,0,False,3,Tuned query/index or scaled resources; response time back within threshold.
INC101386,2026-03-10 14:40,2026-03-11 01:38,Access/Authentication,Password Reset,Auth Service,P3 - Medium,Resolved,L1 Support,N. Fathima,Monitoring Alert,User Error,24,43,10.98,False,0,False,4,Reset credentials / corrected access role; user confirmed successful login.
INC100821,2026-03-10 15:41,2026-03-11 14:16,Application Issue,Feature Not Working,Payment Gateway,P4 - Low,Closed,App Dev Team,M. Kumar,Batch Job Monitor,Unknown,72,316,22.59,False,0,False,5,Identified faulty code path; deployed hotfix / config change and validated with user.
INC100594,2026-03-11 03:01,2026-03-12 00:49,Server/Infra,Disk Space Full,CRM Portal,P4 - Low,Closed,L3 Engineering,T. Divya,Customer,Data Issue,72,180,21.81,False,0,False,4,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC101398,2026-03-11 09:06,2026-03-14 01:57,Hardware,Device Offline,Payment Gateway,P4 - Low,Resolved,L1 Support,K. Suresh,Support Team (Proactive),Configuration Error,72,255,64.85,False,0,False,4,Replaced/reset device; confirmed functioning with end user.
INC101265,2026-03-11 10:22,2026-03-12 00:36,Application Issue,UI Error,Order Management System,P3 - Medium,Resolved,App Dev Team,R. Iyer,Batch Job Monitor,Code Defect,24,63,14.24,False,0,False,5,Identified faulty code path; deployed hotfix / config change and validated with user.
INC100531,2026-03-11 10:58,2026-03-11 20:25,Server/Infra,Disk Space Full,Inventory System,P3 - Medium,Reopened,Network Team,R. Iyer,Monitoring Alert,Code Defect,24,57,9.45,False,1,False,3,Freed disk space / restarted service; added monitoring alert to prevent recurrence.
INC100497,2026-03-11 15:25,2026-03-12 03:23,Batch Job Failure,Duplicate Run,Billing Engine,P3 - Medium,Resolved,App Dev Team,V. Prasad,End User,Configuration Error,24,36,11.98,False,0,False,5,Re-triggered job after correcting input file; added validation check.
INC100204,2026-03-11 18:38,2026-03-12 03:14,Access/Authentication,SSO Error,Inventory System,P3 - Medium,Resolved,L1 Support,T. Divya,Batch Job Monitor,Third-Party Outage,24,87,8.61,False,0,False,5,Reset credentials / corrected access role; user confirmed successful login.
INC101186,2026-03-11 19:20,2026-03-13 04:51,Hardware,Printer Issue,Inventory System,P4 - Low,Closed,L1 Support,P. Arjun,Batch Job Monitor,Data Issue,72,147,33.53,False,0,False,3,Replaced/reset device; confirmed functioning with end user.
INC102121,2026-03-11 22:13,2026-03-12 14:24,Network,DNS Issue,Customer Support Portal,P3 - Medium,Resolved,Network Team,M. Kumar,Batch Job Monitor,Infra Failure,24,54,16.19,False,0,False,3,Restarted network service / re-routed traffic; confirmed connectivity restored.
INC100190,2026-03-12 10:35,2026-03-12 17:21,Database,Connection Pool Exhausted,Billing Engine,P3 - Medium,Closed,L3 Engineering,L. Chitra,End User,Capacity/Performance,24,72,6.77,False,0,True,3,Optimized query / cleared lock and restarted affected session; verified data integrity.
INC101111,2026-03-12 12:37,2026-03-13 10:58,Batch Job Failure,Duplicate Run,Reporting Dashboard,P3 - Medium,Resolved,App Dev Team,A. Rangan,Customer,Code Defect,24,61,22.35,False,0,False,3,Re-triggered job after correcting input file; added validation check.
INC101789,2026-03-12 15:20,2026-03-13 07:39,Access/Authentication,Login Failure,Core Banking App,P3 - Medium,Resolved,L1 Support,P. Arjun,Support Team (Proactive),Infra Failure,24,54,16.33,False,0,False,4,Reset credentials / corrected access role; user confirmed successful login.
INC100753,2026-03-12 19:24,2026-03-13 14:39,Application Issue,UI Error,Payment Gateway,P3 - Medium,Resolved,L2 Support,S. Priya,Monitoring Alert,Third-Party Outage,24,26,19.25,False,0,False,2,Identified faulty code path; deployed hotfix / config change and validated with user.
